"ZIP code",Size of adjusted gross income,Number of returns,Number of joint returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Adjusted gross income (AGI)
79501,"$200,000 or more",**,**,**,**,**,**
79502,,553,255,408,"1,139",369,"23,808"
79502,"$1 under $25,000",225,44,153,341,110,2674
79502,"$25,000 under $50,000",158,68,111,330,104,5856
79502,"$50,000 under $75,000",87,70,73,244,87,5332
79502,"$75,000 under $100,000",46,40,37,123,37,3909
79502,"$100,000 under $200,000",37,33,34,101,31,6037
79502,"$200,000 or more",**,**,**,**,**,**
79504,,"1,123",543,704,"2,275",656,"48,772"
79504,"$1 under $25,000",469,125,289,757,211,5639
79504,"$25,000 under $50,000",307,134,190,637,195,10950
79504,"$50,000 under $75,000",159,111,101,355,85,9990
79504,"$75,000 under $100,000",83,79,51,238,76,7260
79504,"$100,000 under $200,000",105,94,73,288,89,14933
79504,"$200,000 or more",**,**,**,**,**,**
79505,,103,52,70,209,62,"3,422"
79505,"$1 under $25,000",54,**,34,90,29,631
79505,"$25,000 under $50,000",49,52,36,119,33,2791
79505,"$50,000 under $75,000",**,**,**,**,**,**
79505,"$75,000 under $100,000",**,**,**,**,**,**
79505,"$100,000 under $200,000",**,**,**,**,**,**
79505,"$200,000 or more",**,**,**,**,**,**
79506,,283,133,162,533,143,"12,056"
79506,"$1 under $25,000",127,31,78,162,30,1335
79506,"$25,000 under $50,000",69,34,49,157,54,2532
79506,"$50,000 under $75,000",37,24,**,83,22,2331
79506,"$75,000 under $100,000",50,44,35,131,37,5858
79506,"$100,000 under $200,000",**,**,**,**,**,**
79506,"$200,000 or more",**,**,**,**,**,**
79508,,815,260,323,"1,288",322,"34,932"
79508,"$1 under $25,000",454,42,115,463,74,6292
79508,"$25,000 under $50,000",162,66,83,318,92,5876
79508,"$50,000 under $75,000",90,59,47,212,63,5512
79508,"$75,000 under $100,000",36,29,22,102,37,3058
79508,"$100,000 under $200,000",73,64,56,193,56,14194
79508,"$200,000 or more",**,**,**,**,**,**
79510,,"3,356","1,660","2,027","7,108","2,258","145,827"
79510,"$1 under $25,000",1416,335,815,2325,740,17886
79510,"$25,000 under $50,000",877,443,507,1953,634,31807
79510,"$50,000 under $75,000",549,412,367,1409,447,33935
79510,"$75,000 under $100,000",281,255,180,797,261,24247
79510,"$100,000 under $200,000",197,183,127,532,152,24580
79510,"$200,000 or more",36,32,31,92,24,13372
79511,,612,293,351,"1,268",405,"37,164"
79511,"$1 under $25,000",205,35,112,293,95,2291
79511,"$25,000 under $50,000",131,46,63,279,102,4682
79511,"$50,000 under $75,000",103,71,67,249,75,6398
79511,"$75,000 under $100,000",75,57,41,199,67,6625
79511,"$100,000 under $200,000",98,84,68,248,66,17168
79511,"$200,000 or more",**,**,**,**,**,**
79512,,"2,409","1,069","1,574","5,137","1,763","116,240"
79512,"$1 under $25,000",961,199,587,1675,618,11653
79512,"$25,000 under $50,000",635,245,404,1337,457,23065
79512,"$50,000 under $75,000",368,236,246,924,321,22808
79512,"$75,000 under $100,000",214,181,151,587,192,18563
79512,"$100,000 under $200,000",198,181,156,546,175,25561
79512,"$200,000 or more",33,27,30,68,**,14590
79520,,952,459,696,"2,163",803,"42,632"
79520,"$1 under $25,000",435,105,308,773,284,5262
79520,"$25,000 under $50,000",241,125,170,613,247,8578
79520,"$50,000 under $75,000",130,104,97,370,136,7852
79520,"$75,000 under $100,000",64,56,53,179,59,5533
79520,"$100,000 under $200,000",82,69,68,228,77,15407
79520,"$200,000 or more",**,**,**,**,**,**
79521,,"1,468",646,"1,090","3,016",996,"60,594"
79521,"$1 under $25,000",724,159,514,1226,436,8821
79521,"$25,000 under $50,000",344,162,258,756,251,12587
79521,"$50,000 under $75,000",179,129,132,444,136,10846
79521,"$75,000 under $100,000",110,100,90,300,90,9503
79521,"$100,000 under $200,000",89,96,74,240,83,11662
79521,"$200,000 or more",22,**,22,50,**,7175
79525,,"1,248",648,732,"2,687",866,"59,064"
79525,"$1 under $25,000",518,138,295,840,259,6647
79525,"$25,000 under $50,000",314,155,179,697,228,11409
79525,"$50,000 under $75,000",210,166,121,586,210,12975
79525,"$75,000 under $100,000",118,105,73,328,105,10053
79525,"$100,000 under $200,000",88,84,64,236,64,17980
79525,"$200,000 or more",**,**,**,**,**,**
79526,,408,236,273,935,309,"24,940"
79526,"$1 under $25,000",127,30,73,222,83,1545
79526,"$25,000 under $50,000",89,38,57,202,75,3342
79526,"$50,000 under $75,000",76,59,58,199,64,4740
79526,"$75,000 under $100,000",49,47,32,134,38,4284
79526,"$100,000 under $200,000",67,62,53,178,49,11029
79526,"$200,000 or more",**,**,**,**,**,**
79527,,197,109,138,424,131,"14,115"
79527,"$1 under $25,000",49,**,29,64,**,585
79527,"$25,000 under $50,000",56,35,38,111,48,2098
79527,"$50,000 under $75,000",59,42,45,157,56,4103
79527,"$75,000 under $100,000",**,**,**,**,**,**
79527,"$100,000 under $200,000",33,32,26,92,27,7329
79527,"$200,000 or more",**,**,**,**,**,**
79528,,282,120,198,562,180,"11,240"
79528,"$1 under $25,000",129,23,88,191,59,1459
79528,"$25,000 under $50,000",66,24,43,138,48,2303
79528,"$50,000 under $75,000",39,50,31,102,32,2393
79528,"$75,000 under $100,000",24,**,36,69,41,2044
79528,"$100,000 under $200,000",24,23,**,62,**,3041
79528,"$200,000 or more",**,**,**,**,**,**
79529,,556,267,408,"1,171",383,"24,227"
79529,"$1 under $25,000",248,66,187,400,121,2886
79529,"$25,000 under $50,000",138,62,95,326,126,4996
79529,"$50,000 under $75,000",88,66,63,214,60,5455
79529,"$75,000 under $100,000",45,41,31,128,42,3814
79529,"$100,000 under $200,000",37,32,32,103,34,7076
79529,"$200,000 or more",**,**,**,**,**,**
79530,,249,113,159,488,145,"10,937"
79530,"$1 under $25,000",103,**,59,138,41,1113
79530,"$25,000 under $50,000",69,48,44,140,36,2464
79530,"$50,000 under $75,000",37,28,22,93,28,2304
79530,"$75,000 under $100,000",40,37,34,117,40,5056
79530,"$100,000 under $200,000",**,**,**,**,**,**
79530,"$200,000 or more",**,**,**,**,**,**
79532,,381,162,262,794,274,"15,653"
79532,"$1 under $25,000",174,31,108,276,94,2263
79532,"$25,000 under $50,000",104,46,78,219,69,3780
79532,"$50,000 under $75,000",50,39,51,136,47,3040
79532,"$75,000 under $100,000",27,23,**,92,42,2300
79532,"$100,000 under $200,000",26,23,25,71,22,4270
79532,"$200,000 or more",**,**,**,**,**,**
79533,,204,95,127,452,163,"6,208"
79533,"$1 under $25,000",114,31,73,219,84,1320
79533,"$25,000 under $50,000",45,27,22,119,47,1593
79533,"$50,000 under $75,000",45,37,32,114,32,3295
79533,"$75,000 under $100,000",**,**,**,**,**,**
79533,"$100,000 under $200,000",**,**,**,**,**,**
79533,"$200,000 or more",**,**,**,**,**,**
79536,,"2,155","1,045","1,256","4,557","1,486","94,877"
79536,"$1 under $25,000",911,195,510,1435,458,11444
79536,"$25,000 under $50,000",518,240,289,1149,391,18567
79536,"$50,000 under $75,000",337,254,191,867,276,20945
79536,"$75,000 under $100,000",216,193,138,615,206,18741
79536,"$100,000 under $200,000",173,163,128,491,155,25180
79536,"$200,000 or more",**,**,**,**,**,**
79538,,117,63,76,238,63,"4,574"
79538,"$1 under $25,000",48,**,24,79,24,642
79538,"$25,000 under $50,000",69,63,52,159,39,3932
79538,"$50,000 under $75,000",**,**,**,**,**,**
79538,"$75,000 under $100,000",**,**,**,**,**,**
79538,"$100,000 under $200,000",**,**,**,**,**,**
79538,"$200,000 or more",**,**,**,**,**,**
79541,,301,168,207,637,191,"17,360"
79541,"$1 under $25,000",108,27,63,154,41,1342
79541,"$25,000 under $50,000",69,32,46,138,38,2580
79541,"$50,000 under $75,000",45,36,35,114,33,2815
79541,"$75,000 under $100,000",33,31,27,100,36,2860
79541,"$100,000 under $200,000",46,42,36,131,43,7763
79541,"$200,000 or more",**,**,**,**,**,**
79543,,471,220,291,986,327,"23,836"
79543,"$1 under $25,000",182,40,112,279,89,2146
79543,"$25,000 under $50,000",117,54,74,241,70,4165
79543,"$50,000 under $75,000",67,41,34,178,70,4044
79543,"$75,000 under $100,000",49,37,30,133,47,4171
79543,"$100,000 under $200,000",56,48,41,155,51,9310
79543,"$200,000 or more",**,**,**,**,**,**
79544,,186,88,145,383,114,"7,484"
79544,"$1 under $25,000",86,44,65,161,54,1052
79544,"$25,000 under $50,000",44,**,31,89,27,1548
79544,"$50,000 under $75,000",56,44,49,133,33,4884
79544,"$75,000 under $100,000",**,**,**,**,**,**
79544,"$100,000 under $200,000",**,**,**,**,**,**
79544,"$200,000 or more",**,**,**,**,**,**
79545,,790,353,542,"1,692",597,"38,579"
79545,"$1 under $25,000",305,69,208,497,170,3936
79545,"$25,000 under $50,000",229,88,160,535,218,8291
79545,"$50,000 under $75,000",116,73,75,296,108,7049
79545,"$75,000 under $100,000",73,63,49,200,64,6329
79545,"$100,000 under $200,000",67,60,50,164,37,12974
79545,"$200,000 or more",**,**,**,**,**,**
79546,,778,375,523,"1,607",489,"41,796"
79546,"$1 under $25,000",311,68,201,517,173,3956
79546,"$25,000 under $50,000",203,93,118,454,158,7492
79546,"$50,000 under $75,000",116,84,81,285,85,7049
79546,"$75,000 under $100,000",62,54,47,149,33,5370
79546,"$100,000 under $200,000",86,76,76,202,40,17929
79546,"$200,000 or more",**,**,**,**,**,**
79547,,290,146,205,598,169,"12,010"
79547,"$1 under $25,000",130,39,82,227,65,1635
79547,"$25,000 under $50,000",65,39,47,139,35,2373
79547,"$50,000 under $75,000",47,30,53,118,41,2882
79547,"$75,000 under $100,000",24,38,**,61,28,2097
79547,"$100,000 under $200,000",24,**,23,53,**,3023
79547,"$200,000 or more",**,**,**,**,**,**
79549,,"5,638","2,587","3,834","12,570","4,700","310,637"
79549,"$1 under $25,000",2199,368,1413,3571,1355,26363
79549,"$25,000 under $50,000",1253,514,831,2873,1110,46183
79549,"$50,000 under $75,000",888,587,627,2453,978,54939
79549,"$75,000 under $100,000",577,489,389,1710,644,49942
79549,"$100,000 under $200,000",582,515,446,1618,521,76811
79549,"$200,000 or more",139,114,128,345,92,56399
79553,,"1,384",556,881,"2,946","1,073","53,557"
79553,"$1 under $25,000",739,132,432,1327,525,9120
79553,"$25,000 under $50,000",320,163,191,761,276,11318
79553,"$50,000 under $75,000",160,119,125,407,128,9938
79553,"$75,000 under $100,000",68,53,51,187,66,5840
79553,"$100,000 under $200,000",74,67,60,198,57,10051
79553,"$200,000 or more",23,22,22,66,21,7290
79556,,"5,366","2,064","3,511","11,100","3,940","234,407"
79556,"$1 under $25,000",2554,409,1674,4369,1672,32368
79556,"$25,000 under $50,000",1331,520,840,2938,1090,47757
79556,"$50,000 under $75,000",711,486,450,1759,562,43364
79556,"$75,000 under $100,000",356,294,228,897,247,30571
79556,"$100,000 under $200,000",343,298,250,944,304,44492
79556,"$200,000 or more",71,57,69,193,65,35855
79561,,295,137,180,594,185,"12,851"
79561,"$1 under $25,000",124,**,70,183,64,1566
79561,"$25,000 under $50,000",78,62,50,173,51,2905
79561,"$50,000 under $75,000",37,27,27,87,23,2218
79561,"$75,000 under $100,000",31,26,33,82,25,2623
79561,"$100,000 under $200,000",25,22,**,69,22,3539
79561,"$200,000 or more",**,**,**,**,**,**
79562,,"1,741","1,003",974,"3,918","1,331","113,606"
79562,"$1 under $25,000",549,100,269,645,152,6280
79562,"$25,000 under $50,000",343,161,192,730,227,12799
79562,"$50,000 under $75,000",265,192,157,740,283,16434
79562,"$75,000 under $100,000",231,212,124,723,280,20069
79562,"$100,000 under $200,000",294,281,178,904,329,37789
79562,"$200,000 or more",59,57,54,176,60,20235
79563,,579,221,323,"1,166",384,"19,253"
79563,"$1 under $25,000",291,53,166,508,181,3818
79563,"$25,000 under $50,000",151,61,77,314,103,5382
79563,"$50,000 under $75,000",84,60,47,206,62,5042
79563,"$75,000 under $100,000",53,47,33,138,38,5011
79563,"$100,000 under $200,000",**,**,**,**,**,**
79563,"$200,000 or more",**,**,**,**,**,**
79565,,164,87,105,382,139,"7,614"
79565,"$1 under $25,000",57,**,36,99,35,636
79565,"$25,000 under $50,000",44,34,46,100,37,1660
79565,"$50,000 under $75,000",26,22,**,77,29,1611
79565,"$75,000 under $100,000",37,31,23,106,38,3707
79565,"$100,000 under $200,000",**,**,**,**,**,**
79565,"$200,000 or more",**,**,**,**,**,**
79566,,113,62,77,234,63,"4,856"
79566,"$1 under $25,000",43,**,28,64,**,493
79566,"$25,000 under $50,000",70,62,49,170,63,4363
79566,"$50,000 under $75,000",**,**,**,**,**,**
79566,"$75,000 under $100,000",**,**,**,**,**,**
79566,"$100,000 under $200,000",**,**,**,**,**,**
79566,"$200,000 or more",**,**,**,**,**,**
79567,,"1,376",588,886,"2,775",890,"54,332"
79567,"$1 under $25,000",678,123,424,1096,374,8284
79567,"$25,000 under $50,000",337,176,216,764,251,12016
79567,"$50,000 under $75,000",174,138,115,450,138,10633
79567,"$75,000 under $100,000",99,84,57,254,71,8500
79567,"$100,000 under $200,000",88,67,74,211,56,14899
79567,"$200,000 or more",**,**,**,**,**,**
79601,,"7,736","2,811","4,044","14,495","4,468","313,274"
79601,"$1 under $25,000",3944,594,1971,5926,1903,48501
79601,"$25,000 under $50,000",1849,704,950,3694,1147,65454
79601,"$50,000 under $75,000",894,608,493,2098,595,54344
79601,"$75,000 under $100,000",541,452,297,1418,425,46767
79601,"$100,000 under $200,000",428,387,261,1175,360,54773
79601,"$200,000 or more",80,66,72,184,38,43435
79602,,"9,596","4,280","5,231","19,895","6,677","542,552"
79602,"$1 under $25,000",4039,583,2154,6009,2036,49876
79602,"$25,000 under $50,000",2210,936,1110,4755,1619,80263
79602,"$50,000 under $75,000",1240,859,669,3096,996,76239
79602,"$75,000 under $100,000",840,734,454,2352,778,72586
79602,"$100,000 under $200,000",958,890,582,2790,942,126303
79602,"$200,000 or more",309,278,262,893,306,137285
79603,,"10,333","3,360","5,887","21,115","7,936","311,756"
79603,"$1 under $25,000",5741,834,3315,9999,3936,73463
79603,"$25,000 under $50,000",2775,1129,1503,6371,2469,97829
79603,"$50,000 under $75,000",1141,803,677,2916,972,69843
79603,"$75,000 under $100,000",433,385,236,1183,365,36958
79603,"$100,000 under $200,000",243,209,156,646,194,33663
79603,"$200,000 or more",**,**,**,**,**,**
79605,,"13,603","4,886","7,263","26,055","8,351","610,827"
79605,"$1 under $25,000",6523,923,3297,9959,3288,84238
79605,"$25,000 under $50,000",3619,1353,1869,7466,2504,129303
79605,"$50,000 under $75,000",1659,1084,930,3909,1166,101790
79605,"$75,000 under $100,000",870,723,518,2304,711,74688
79605,"$100,000 under $200,000",705,614,451,1824,505,92226
79605,"$200,000 or more",227,189,198,593,177,128582
79606,,"10,787","4,914","5,276","21,184","6,255","668,485"
79606,"$1 under $25,000",3952,524,1730,4983,1269,50260
79606,"$25,000 under $50,000",2499,955,1147,4866,1421,90633
79606,"$50,000 under $75,000",1635,1086,796,3908,1187,100980
79606,"$75,000 under $100,000",1161,967,608,3145,1017,100457
79606,"$100,000 under $200,000",1160,1047,666,3185,979,153110
79606,"$200,000 or more",380,335,329,1097,382,173045
79607,,"1,238",573,320,"2,772","1,006","35,574"
79607,"$1 under $25,000",770,173,194,1155,257,13193
79607,"$25,000 under $50,000",320,265,77,1088,503,11363
79607,"$50,000 under $75,000",101,92,49,364,171,6168
79607,"$75,000 under $100,000",47,43,**,165,75,4850
79607,"$100,000 under $200,000",**,**,**,**,**,**
79607,"$200,000 or more",0,0,0,0,0,0
79701,,"12,797","3,969","8,353","27,386","11,442","1,165,330"
79701,"$1 under $25,000",6058,688,3932,10478,4535,77316
79701,"$25,000 under $50,000",3244,974,2056,7268,3061,115864
79701,"$50,000 under $75,000",1602,862,1034,4288,1829,98186
79701,"$75,000 under $100,000",779,559,497,2270,932,67183
79701,"$100,000 under $200,000",734,585,502,2072,756,97064
79701,"$200,000 or more",380,301,332,1010,329,709717
79703,,"9,760","3,526","5,194","20,163","7,513","467,051"
79703,"$1 under $25,000",3590,414,1928,5372,2002,46231
79703,"$25,000 under $50,000",2629,674,1297,5298,1999,96994
79703,"$50,000 under $75,000",1623,876,866,3935,1435,99893
79703,"$75,000 under $100,000",979,759,562,2824,1085,84846
79703,"$100,000 under $200,000",861,737,486,2541,943,108517
79703,"$200,000 or more",78,66,55,193,49,30570
79705,,"15,553","6,231","8,813","31,328","10,678","1,626,389"
79705,"$1 under $25,000",5266,487,2815,6984,2338,62980
79705,"$25,000 under $50,000",3217,768,1677,6023,2061,116377
79705,"$50,000 under $75,000",2094,1005,1169,4819,1722,129712
79705,"$75,000 under $100,000",1497,1062,830,3961,1404,129754
79705,"$100,000 under $200,000",2300,1898,1408,6351,2153,311634
79705,"$200,000 or more",1179,1011,914,3190,1000,875932
79706,,"8,161","3,599","5,105","18,305","7,143","512,078"
79706,"$1 under $25,000",3137,476,1911,5057,2031,39341
79706,"$25,000 under $50,000",1786,650,1096,4108,1681,64846
79706,"$50,000 under $75,000",1182,723,754,3122,1219,73311
79706,"$75,000 under $100,000",802,630,484,2308,876,69612
79706,"$100,000 under $200,000",978,870,634,2940,1092,128950
79706,"$200,000 or more",276,250,226,770,244,136018
79707,,"15,502","7,080","8,390","31,186","9,836","1,835,972"
79707,"$1 under $25,000",4479,447,2158,5190,1462,52941
79707,"$25,000 under $50,000",2973,739,1518,5311,1630,108804
79707,"$50,000 under $75,000",2014,928,1032,4247,1304,124712
79707,"$75,000 under $100,000",1523,1050,831,3818,1246,132526
79707,"$100,000 under $200,000",2876,2412,1662,7879,2592,396403
79707,"$200,000 or more",1637,1504,1189,4741,1602,1020586
79713,,299,149,227,650,222,"25,483"
79713,"$1 under $25,000",84,22,61,135,48,1106
79713,"$25,000 under $50,000",89,25,69,179,66,3252
79713,"$50,000 under $75,000",39,28,39,110,43,2409
79713,"$75,000 under $100,000",24,21,**,76,31,2045
79713,"$100,000 under $200,000",35,28,30,83,34,4920
79713,"$200,000 or more",28,25,28,67,**,11751
79714,,"6,932","3,145","4,790","15,569","5,941","450,019"
79714,"$1 under $25,000",2297,309,1506,3427,1262,27466
79714,"$25,000 under $50,000",1476,463,986,3114,1182,55241
79714,"$50,000 under $75,000",1183,708,832,3220,1329,73251
79714,"$75,000 under $100,000",808,630,590,2415,978,69836
79714,"$100,000 under $200,000",921,812,664,2714,981,121385
79714,"$200,000 or more",247,223,212,679,209,102840
79718,,277,112,165,601,229,"12,850"
79718,"$1 under $25,000",124,**,70,201,75,1556
79718,"$25,000 under $50,000",82,58,51,198,77,2880
79718,"$50,000 under $75,000",71,54,44,202,77,8414
79718,"$75,000 under $100,000",**,**,**,**,**,**
79718,"$100,000 under $200,000",**,**,**,**,**,**
79718,"$200,000 or more",**,**,**,**,**,**
79720,,"11,413","4,467","6,459","23,877","8,577","570,628"
79720,"$1 under $25,000",4836,750,2625,7955,2935,61582
79720,"$25,000 under $50,000",2848,952,1565,6054,2266,103348
79720,"$50,000 under $75,000",1616,1021,930,4224,1588,99702
79720,"$75,000 under $100,000",955,768,540,2580,858,82610
79720,"$100,000 under $200,000",913,780,580,2492,799,118551
79720,"$200,000 or more",245,196,219,572,131,104835
79731,,"1,799",869,"1,058","4,254","1,704","101,544"
79731,"$1 under $25,000",580,93,306,898,342,6714
79731,"$25,000 under $50,000",385,146,216,896,365,14315
79731,"$50,000 under $75,000",348,237,216,985,401,21606
79731,"$75,000 under $100,000",233,177,145,720,310,19911
79731,"$100,000 under $200,000",223,191,150,670,256,28155
79731,"$200,000 or more",30,25,25,85,30,10843
79734,,906,438,512,"1,747",466,"48,975"
79734,"$1 under $25,000",371,89,200,520,123,4607
79734,"$25,000 under $50,000",238,103,139,509,167,8414
79734,"$50,000 under $75,000",111,83,59,288,94,6776
79734,"$75,000 under $100,000",75,66,43,173,32,6468
79734,"$100,000 under $200,000",111,97,71,257,50,22710
79734,"$200,000 or more",**,**,**,**,**,**
79735,,"4,914","1,918","3,285","10,637","4,103","224,653"
